car_brand,ad_price,ad_title,ad_source,ad_url,car_color,car_model,reservoir,image
RENAULT,"23,490 €","RENAULT GRAND SCENIC 4
IV 1.7 DCI 120 BLUE INTENS
Peinture métallisée Gris Platine / Toit Noir",RENAULT GRAND SCENIC 4 IV 1.7 DCI 120 BLUE INTENS neuve Diesel 5 portes Montpellier (Occitanie),https://www.promoneuve.fr/annonce/renault-grand-scenic-4-neuve-232668652275394.html,Peinture métallisée Gris Platine / Toit Noir,GRAND,53 L,https://image.promoneuve.fr/648x365/232668652275394_STANDARD_0.jpg
RENAULT,"21,990 €","RENAULT ZOE
(2) R110 ZEN ACHAT INTEGRAL MY21
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 ZEN ACHAT INTEGRAL MY21 neuve Electrique 5 portes Valenciennes (Hauts-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-118500721597561.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/118500721597561_STANDARD_0.jpg
RENAULT,"24,390 €","RENAULT ZOE
(2) R135 INTENS ACHAT INTEGRAL MY21
Noir Etoilé métallisé",RENAULT ZOE (2) R135 INTENS ACHAT INTEGRAL MY21 neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-410029869601963.html,Noir Etoilé métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/410029869601963_STANDARD_0.jpg
RENAULT,"22,590 €","RENAULT KADJAR
(2) 1.5 DCI BLUE 115 INTENS
Blanc Glacier Opaque verni",RENAULT KADJAR (2) 1.5 DCI BLUE 115 INTENS neuve Diesel 5 portes Besançon (Bourgogne Franche-Comté),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-101276707552026.html,Blanc Glacier Opaque verni,"KADJAR
(2)",55 L,https://image.promoneuve.fr/648x365/101276707552026_STANDARD_0.jpg
RENAULT,"20,890 €","RENAULT ZOE
(2) R110 ZEN ACHAT INTEGRAL MY21
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 ZEN ACHAT INTEGRAL MY21 neuve Electrique 5 portes Manosque (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-515711228761481.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/515711228761481_STANDARD_0.jpg
NISSAN,"21,750 €","NISSAN LEAF 2
II 150 40KWH ACENTA
Blanc Lunaire métallisé",NISSAN LEAF 2 II 150 40KWH ACENTA neuve Electrique 5 portes Paray-le-Monial (Bourgogne Franche-Comté),https://www.promoneuve.fr/annonce/nissan-leaf-2-neuve-515906765591784.html,Blanc Lunaire métallisé,LEAF,NC,https://image.promoneuve.fr/648x365/515906765591784_STANDARD_0.jpg
RENAULT,"18,800 €","RENAULT ZOE
(2) R110 ZEN ACHAT INTEGRAL
Gris Highland métallisé",RENAULT ZOE (2) R110 ZEN ACHAT INTEGRAL neuve Electrique 5 portes Arles (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-994056548938175.html,Gris Highland métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/994056548938175_STANDARD_0.jpg
RENAULT,"23,960 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP INTENS EDC
Blanc Glacier Opaque verni",RENAULT KADJAR (2) 1.3 TCE 140 FAP INTENS EDC neuve Essence 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-371926239119315.html,Blanc Glacier Opaque verni,"KADJAR
(2)",55 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/S0FESkFS/228c51fc981395dc40744c6af574169d/Mg==/7bbfc205a1d308127d9ef0594a9cb389.png
VOLKSWAGEN,"15,900 €","VOLKSWAGEN UP!
E-UP! 5P
Noir Intense nacré",VOLKSWAGEN UP! E-UP! 5P neuve Electrique 5 portes Béthune (Hauts-de-France),https://www.promoneuve.fr/annonce/volkswagen-up-neuve-809576344584863.html,Noir Intense nacré,"UP!
E-UP!",NC,https://image.promoneuve.fr/648x365/809576344584863_STANDARD_0.jpg
RENAULT,"15,600 €","RENAULT ZOE
(2) R110 INTENS
Bleu Foudre métallisé",RENAULT ZOE (2) R110 INTENS neuve Electrique 5 portes Conflans-Sainte-Honorine (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-843331383573430.html,Bleu Foudre métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/843331383573430_STANDARD_0.jpg
RENAULT,"25,690 €","RENAULT ZOE
(2) R110 INTENS ACHAT INTEGRAL 2CV
Rouge Flamme métallisé spécial",RENAULT ZOE (2) R110 INTENS ACHAT INTEGRAL 2CV neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-131759657432623.html,Rouge Flamme métallisé spécial,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/131759657432623_STANDARD_0.jpg
RENAULT,"21,890 €","RENAULT MEGANE 4
IV (2) 1.3 TCE 140 FAP R.S. LINE
Peinture Blanc Glacier",RENAULT MEGANE 4 IV (2) 1.3 TCE 140 FAP R.S. LINE neuve Essence 5 portes Chanteloup-en-Brie (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-397187204338825.html,Peinture Blanc Glacier,MEGANE,47 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/388a49274a365960daca88b0fcc9d053/Mg==/977cf9a837031e9ca17ed233cdce5187.png
VOLKSWAGEN,"23,000 €","VOLKSWAGEN GOLF SPORTSVAN
(2) 1.6 TDI 115 UNITED
Gris Tungsten métallisé",VOLKSWAGEN GOLF SPORTSVAN (2) 1.6 TDI 115 UNITED neuve Diesel 5 portes Marseille 05 (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/volkswagen-golf-sportsvan-neuve-686133470043205.html,Gris Tungsten métallisé,GOLF,50 L,https://image.promoneuve.fr/648x365/686133470043205_STANDARD_0.jpg
RENAULT,"15,590 €","RENAULT ZOE
(2) R110 LIFE ACHAT INTEGRAL
Gris Titanium métallisé",RENAULT ZOE (2) R110 LIFE ACHAT INTEGRAL neuve Electrique 5 portes Chanteloup-en-Brie (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-591042672037836.html,Gris Titanium métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/591042672037836_STANDARD_0.jpg
RENAULT,"15,990 €","RENAULT ZOE
(2) R135 INTENS
Bleu Céladon métallisé",RENAULT ZOE (2) R135 INTENS neuve Electrique 5 portes Fréjus (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-243926443580277.html,Bleu Céladon métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/243926443580277_STANDARD_0.jpg
RENAULT,"21,990 €","RENAULT ZOE
(2) R110 ZEN ACHAT INTEGRAL MY21
Gris Titanium métallisé",RENAULT ZOE (2) R110 ZEN ACHAT INTEGRAL MY21 neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-683871277650977.html,Gris Titanium métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/683871277650977_STANDARD_0.jpg
SKODA,"22,800 €","SKODA OCTAVIA 4 COMBI
IV COMBI 2.0 TDI 116 BUSINESS DSG7
Noir Magic nacré",SKODA OCTAVIA 4 COMBI IV COMBI 2.0 TDI 116 BUSINESS DSG7 neuve Diesel 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/skoda-octavia-4-combi-neuve-503316870342023.html,Noir Magic nacré,OCTAVIA,45 L,https://image.promoneuve.fr/648x365/503316870342023_STANDARD_0.jpg
RENAULT,"18,177 €","RENAULT TWINGO 3
III (2) ELECTRIQUE VIBES - ACHAT INTEGRAL
Peinture Orange Valencia",RENAULT TWINGO 3 III (2) ELECTRIQUE VIBES - ACHAT INTEGRAL neuve Electrique 5 portes Sainte-Foy-lès-Lyon (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-277672030979721.html,Peinture Orange Valencia,TWINGO,NC,https://image.promoneuve.fr/648x365/277672030979721_STANDARD_0.jpg
RENAULT,"24,690 €","RENAULT MEGANE 4
IV (2) 1.5 BLUE DCI 115 RS LINE EDC 21B
Peinture Gris Highland",RENAULT MEGANE 4 IV (2) 1.5 BLUE DCI 115 RS LINE EDC 21B neuve Diesel 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-786102899340590.html,Peinture Gris Highland,MEGANE,45 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/388a49274a365960daca88b0fcc9d053/Mg==/2010cd73d1cf15fdb05a6f201a9b9d3c.png
RENAULT,"21,960 €","RENAULT MEGANE 4
IV (2) 1.3 TCE 140 FAP RS LINE
Peinture Noir Etoile",RENAULT MEGANE 4 IV (2) 1.3 TCE 140 FAP RS LINE neuve Essence 5 portes Sartrouville (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-480575347596886.html,Peinture Noir Etoile,MEGANE,47 L,https://image.promoneuve.fr/648x365/480575347596886_STANDARD_0.jpg
RENAULT,"19,980 €","RENAULT ZOE
(2) R110 INTENS ACHAT INTEGRAL 2CV
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 INTENS ACHAT INTEGRAL 2CV neuve Electrique 5 portes Noisy-le-Grand (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-710019433235069.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/Wk9F/42b9abec9fc9ef6eef5369cf20600e1c/Mg==/52dfb7b8a5e16d91ba90856ea70da37b.png
VOLKSWAGEN,"16,390 €","VOLKSWAGEN UP!
(2) E-UP! 2.0 5P
Gris Tungstène métallisé",VOLKSWAGEN UP! (2) E-UP! 2.0 5P neuve Electrique 5 portes Toulouse (Occitanie),https://www.promoneuve.fr/annonce/volkswagen-up-neuve-135213915019131.html,Gris Tungstène métallisé,"UP!
(2)",NC,https://photoref.carboatservices.fr/Vk9MS1NXQUdFTg==/VVAh/6fdd239b6c4d7d29b134b6a54e2f7950/4b08350acda9b9684c17e33613fd7fbc.png
RENAULT,"24,690 €","RENAULT MEGANE 4
IV (2) 1.5 BLUE DCI 115 RS LINE EDC 21B
Peinture Blanc Nacré",RENAULT MEGANE 4 IV (2) 1.5 BLUE DCI 115 RS LINE EDC 21B neuve Diesel 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-854822729605241.html,Peinture Blanc Nacré,MEGANE,45 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/TUVHQU5F/388a49274a365960daca88b0fcc9d053/Mg==/a8cdfb829f2f19014654d664348cb385.png
RENAULT,"14,700 €","RENAULT ZOE
(2) R135 ZEN
Gris Highland métallisé",RENAULT ZOE (2) R135 ZEN neuve Electrique 5 portes Fréjus (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-599556527839332.html,Gris Highland métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/599556527839332_STANDARD_0.jpg
RENAULT,"18,890 €","RENAULT ZOE
(2) R135 INTENS
Gris Titanium métallisé",RENAULT ZOE (2) R135 INTENS neuve Electrique 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-835271861258070.html,Gris Titanium métallisé,"ZOE
(2)",NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/Wk9F/42b9abec9fc9ef6eef5369cf20600e1c/Mg==/9167528433ffa6efb551b3801bb1d50b.png
RENAULT,"16,799 €","RENAULT ZOE
(2) R110 INTENS
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 INTENS neuve Electrique 5 portes Chambray-lès-Tours (Centre-Val-de-Loire),https://www.promoneuve.fr/annonce/renault-zoe-neuve-952451515072973.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/952451515072973_STANDARD_0.jpg
RENAULT,"16,900 €","RENAULT TWINGO 3
III (2) ELECTRIQUE ZEN - ACHAT INTEGRAL
Peinture Bleu Dragée opaque spéciale",RENAULT TWINGO 3 III (2) ELECTRIQUE ZEN - ACHAT INTEGRAL neuve Electrique 5 portes Douai (Hauts-de-France),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-682735147666747.html,Peinture Bleu Dragée opaque spéciale,TWINGO,NC,https://image.promoneuve.fr/648x365/682735147666747_STANDARD_0.jpg
OPEL,"19,990 €","OPEL ASTRA 5 SPORTS TOURER
V (2) SPORTS TOURER 1.5 DIESEL 122 EDITION BUSINESS
Gris Squale métallisé",OPEL ASTRA 5 SPORTS TOURER V (2) SPORTS TOURER 1.5 DIESEL 122 EDITION BUSINESS neuve Diesel 5 portes Le Mans (Pays de la Loire),https://www.promoneuve.fr/annonce/opel-astra-5-sports-tourer-neuve-392338579309296.html,Gris Squale métallisé,ASTRA,48 L,https://image.promoneuve.fr/648x365/392338579309296_STANDARD_0.jpg
OPEL,"20,990 €","OPEL CORSA 6
VI MOTEUR ELECTRIQUE 136 CORSA-E EDITION
Gris Quartz Metallise",OPEL CORSA 6 VI MOTEUR ELECTRIQUE 136 CORSA-E EDITION neuve Electrique 5 portes Carcassonne (Occitanie),https://www.promoneuve.fr/annonce/opel-corsa-6-neuve-869706318348115.html,Gris Quartz Metallise,CORSA,NC,https://image.promoneuve.fr/648x365/869706318348115_STANDARD_0.jpg
RENAULT,"17,689 €","RENAULT TWINGO 3
III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL 21B
Peinture Blanc Quartz",RENAULT TWINGO 3 III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL 21B neuve Electrique 5 portes Villefranche-sur-Saône (Auvergne Rhône-Alpes),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-285677704323226.html,Peinture Blanc Quartz,TWINGO,NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/VFdJTkdP/e76a9f62d9977b218fa9c4affcfbdc36/Mg==/d7d851fc64c611fe87a0d9f935665cdd.png
SKODA,"33,890 €","SKODA SUPERB 3
III (2) 2.0 TDI 190 SCR SPORTLINE DSG7
Rouge Velvet métallisé Premium",SKODA SUPERB 3 III (2) 2.0 TDI 190 SCR SPORTLINE DSG7 neuve Diesel 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/skoda-superb-3-neuve-172592170373399.html,Rouge Velvet métallisé Premium,SUPERB,66 L,https://image.promoneuve.fr/648x365/172592170373399_STANDARD_0.jpg
RENAULT,"25,850 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP SL BLACK EDITION EDC
Peinture Gris Highland",RENAULT KADJAR (2) 1.3 TCE 140 FAP SL BLACK EDITION EDC neuve Essence 5 portes Sartrouville (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-796776828081993.html,Peinture Gris Highland,"KADJAR
(2)",55 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/S0FESkFS/228c51fc981395dc40744c6af574169d/Mg==/2010cd73d1cf15fdb05a6f201a9b9d3c.png
RENAULT,"24,480 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP INTENS EDC
Peinture Noir Etoilé",RENAULT KADJAR (2) 1.3 TCE 140 FAP INTENS EDC neuve Essence 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-219604850412108.html,Peinture Noir Etoilé,"KADJAR
(2)",55 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/S0FESkFS/228c51fc981395dc40744c6af574169d/Mg==/aa32632f4a7078490508676692d26ebb.png
RENAULT,"24,340 €","RENAULT CAPTUR 2
II 1.6 E-TECH PLUG-IN 160 INTENS MY21
Peinture métallisée Rouge Flamme / Toit Noir Etoilé",RENAULT CAPTUR 2 II 1.6 E-TECH PLUG-IN 160 INTENS MY21 neuve Hybride essence électrique 5 portes Noisy-le-Grand (Île-de-France),https://www.promoneuve.fr/annonce/renault-captur-2-neuve-344725456384439.html,Peinture métallisée Rouge Flamme / Toit Noir Etoilé,CAPTUR,39 L,https://photoref.carboatservices.fr/UkVOQVVMVA==/Q0FQVFVS/ef6431277446a3ef6cd4dea1e8e4311b/MQ==/9e085c99b9b02fa18bbe22b83c7e5dab.png
VOLKSWAGEN,"17,590 €","VOLKSWAGEN POLO 6
VI 1.6 TDI 95 LOUNGE BUSINESS DSG7
Gris Limestone métallisé",VOLKSWAGEN POLO 6 VI 1.6 TDI 95 LOUNGE BUSINESS DSG7 neuve Diesel 5 portes Le Chesnay (Île-de-France),https://www.promoneuve.fr/annonce/volkswagen-polo-6-neuve-733405710143943.html,Gris Limestone métallisé,POLO,40 L,https://image.promoneuve.fr/648x365/733405710143943_STANDARD_0.jpg
VOLKSWAGEN,"24,990 €","VOLKSWAGEN GOLF 7
VII (2) E-GOLF 7CV 5P
Gris Indium métallisé",VOLKSWAGEN GOLF 7 VII (2) E-GOLF 7CV 5P neuve Electrique 5 portes Saint-Gratien (Île-de-France),https://www.promoneuve.fr/annonce/volkswagen-golf-7-neuve-767811511719307.html,Gris Indium métallisé,GOLF,NC,https://image.promoneuve.fr/648x365/767811511719307_STANDARD_0.jpg
RENAULT,"21,190 €","RENAULT ZOE
(2) R110 LIFE ACHAT INTEGRAL
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 LIFE ACHAT INTEGRAL neuve Electrique 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-885416685414071.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/885416685414071_STANDARD_0.jpg
RENAULT,"22,990 €","RENAULT KADJAR
(2) 1.3 TCE 140 FAP LIMITED EDC
Peinture Blanc Nacré",RENAULT KADJAR (2) 1.3 TCE 140 FAP LIMITED EDC neuve Essence 5 portes Saint-Nom-la-Bretêche (Île-de-France),https://www.promoneuve.fr/annonce/renault-kadjar-neuve-922276995305784.html,Peinture Blanc Nacré,"KADJAR
(2)",55 L,https://image.promoneuve.fr/648x365/922276995305784_STANDARD_0.jpg
NISSAN,"14,909 €","NISSAN MICRA 5
V 1.0 DIG-T 117 TEKNA
Blanc Perle perlé",NISSAN MICRA 5 V 1.0 DIG-T 117 TEKNA neuve Essence 5 portes Auch (Occitanie),https://www.promoneuve.fr/annonce/nissan-micra-5-neuve-553430043483063.html,Blanc Perle perlé,MICRA,41 L,https://image.promoneuve.fr/648x365/553430043483063_STANDARD_0.jpg
RENAULT,"21,690 €","RENAULT ZOE
(2) R110 LIMITED ACHAT INTEGRAL 2021
Blanc Glacier opaque non métallisé",RENAULT ZOE (2) R110 LIMITED ACHAT INTEGRAL 2021 neuve Electrique 5 portes Saint-Maximin-la-Sainte-Baume (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-689442531739364.html,Blanc Glacier opaque non métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/689442531739364_STANDARD_0.jpg
VOLKSWAGEN,"19,900 €","VOLKSWAGEN GOLF SPORTSVAN
(2) 1.6 TDI 115 IQ.DRIVE
Blanc Pur uni",VOLKSWAGEN GOLF SPORTSVAN (2) 1.6 TDI 115 IQ.DRIVE neuve Diesel 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/volkswagen-golf-sportsvan-neuve-371052.html,Blanc Pur uni,GOLF,50 L,https://photoref.carboatservices.fr/Vk9MS1NXQUdFTg==/R09MRiBTUE9SVFNWQU4=/89240256ffe8293f8b4c09b7ba28ae3e/Mg==/cfa422d1d30e418f831bfff41b0dc979.png
SKODA,"17,000 €","SKODA SCALA
1.0 TSI 116 AMBITION DSG7
Bleu Racing métallisée",SKODA SCALA 1.0 TSI 116 AMBITION DSG7 neuve Essence 5 portes Tomblaine (Grand-Est),https://www.promoneuve.fr/annonce/skoda-scala-neuve-844184314139233.html,Bleu Racing métallisée,"SCALA
1.0",50 L,https://photoref.carboatservices.fr/U0tPREE=/U0NBTEE=/7101f3426d9795073b83e078697dce81/MQ==/977e2a2ef9a5a164ea6fb62463457178.png
FIAT,"13,590 €","FIAT 500 (2E GENERATION)
II (2) 1.2 8V 69 LOUNGE DUALOGIC
Electroclash Grey métallisé",FIAT 500 (2E GENERATION) II (2) 1.2 8V 69 LOUNGE DUALOGIC neuve Essence 3 portes Neuilly-sur-Marne (Île-de-France),https://www.promoneuve.fr/annonce/fiat-500-2e-generation-neuve-107036257369140.html,Electroclash Grey métallisé,500,35 L,https://photoref.carboatservices.fr/RklBVA==/NTAw/b10ceba1f2f4c44f461c23371051dba2/Mg==/4ead3a92065846751c6653da835136e0.png
RENAULT,"20,990 €","RENAULT MEGANE 4
IV (2) 1.5 BLUE DCI 115 INTENS
Peinture Gris Titanium",RENAULT MEGANE 4 IV (2) 1.5 BLUE DCI 115 INTENS neuve Diesel 5 portes Bracieux (Centre-Val-de-Loire),https://www.promoneuve.fr/annonce/renault-megane-4-neuve-652200923928543.html,Peinture Gris Titanium,MEGANE,45 L,https://image.promoneuve.fr/648x365/652200923928543_STANDARD_0.jpg
RENAULT,"17,880 €","RENAULT TWINGO 3
III (2) ELECTRIQUE VIBES - ACHAT INTEGRAL 21B
Peinture Noir Etoile métallisé",RENAULT TWINGO 3 III (2) ELECTRIQUE VIBES - ACHAT INTEGRAL 21B neuve Electrique 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-468532931237651.html,Peinture Noir Etoile métallisé,TWINGO,NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/VFdJTkdP/e76a9f62d9977b218fa9c4affcfbdc36/Mg==/c89c7d3b663961fe6dc9188deba0881e.png
VOLKSWAGEN,"27,900 €","VOLKSWAGEN GOLF 7
VII (2) 1.4 TSI 204 GTE DSG6
Gris Tungsten métallisé",VOLKSWAGEN GOLF 7 VII (2) 1.4 TSI 204 GTE DSG6 neuve Hybride essence électrique 5 portes Paris 15 (Île-de-France),https://www.promoneuve.fr/annonce/volkswagen-golf-7-neuve-253999528205333.html,Gris Tungsten métallisé,GOLF,40 L,https://image.promoneuve.fr/648x365/253999528205333_STANDARD_0.jpg
RENAULT,"17,900 €","RENAULT ZOE
(2) R110 INTENS
Peinture Gris Titanium",RENAULT ZOE (2) R110 INTENS neuve Electrique 5 portes Poissy (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-610625889119239.html,Peinture Gris Titanium,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/610625889119239_STANDARD_0.jpg
RENAULT,"17,900 €","RENAULT TWINGO 3
III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL
Peinture Noir Etoile métallisé",RENAULT TWINGO 3 III (2) ELECTRIQUE INTENS - ACHAT INTEGRAL neuve Electrique 5 portes Douai (Hauts-de-France),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-174576183496238.html,Peinture Noir Etoile métallisé,TWINGO,NC,https://image.promoneuve.fr/648x365/174576183496238_STANDARD_0.jpg
VOLKSWAGEN,"15,500 €","VOLKSWAGEN UP!
(2) E-UP 37 KWH
Noir Intense nacré",VOLKSWAGEN UP! (2) E-UP 37 KWH neuve Electrique 5 portes Nice (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/volkswagen-up-neuve-165737470218054.html,Noir Intense nacré,"UP!
(2)",NC,https://photoref.carboatservices.fr/Vk9MS1NXQUdFTg==/VVAh/6fdd239b6c4d7d29b134b6a54e2f7950/Mg==/10b0298fb6c27255f7b37bcb1d852873.png
NISSAN,"28,990 €","NISSAN LEAF 2
II 62 KWH 217 6CV TEKNA
Noir métallisé",NISSAN LEAF 2 II 62 KWH 217 6CV TEKNA neuve Electrique 5 portes La Chapelle-au-Moine (Normandie),https://www.promoneuve.fr/annonce/nissan-leaf-2-neuve-403429375981374.html,Noir métallisé,LEAF,NC,https://photoref.carboatservices.fr/TklTU0FO/TEVBRg==/778b6aa8043a6e0e453727c6bd6f4190/MQ==/aa9e8d408e5fad15ae1690fab2180802.png
HYUNDAI,"27,490 €","HYUNDAI IONIQ
(2) 39KWH ELECTRIC CREATIVE
Fiery Red métallisé",HYUNDAI IONIQ (2) 39KWH ELECTRIC CREATIVE neuve Electrique 5 portes Alès (Occitanie),https://www.promoneuve.fr/annonce/hyundai-ioniq-neuve-702370733579368.html,Fiery Red métallisé,"IONIQ
(2)",NC,https://image.promoneuve.fr/648x365/702370733579368_STANDARD_0.jpg
OPEL,"21,900 €","OPEL CORSA 6
VI MOTEUR ELECTRIQUE 136 CORSA-E ELEGANCE 5P
Noir Diamant Metallise",OPEL CORSA 6 VI MOTEUR ELECTRIQUE 136 CORSA-E ELEGANCE 5P neuve Electrique 5 portes Fréjus (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/opel-corsa-6-neuve-970543988189222.html,Noir Diamant Metallise,CORSA,NC,https://image.promoneuve.fr/648x365/970543988189222_STANDARD_0.jpg
RENAULT,"16,990 €","RENAULT TWINGO 3
III (2) ELECTRIQUE ZEN - ACHAT INTEGRAL 21B
Peinture Noir Etoile métallisé",RENAULT TWINGO 3 III (2) ELECTRIQUE ZEN - ACHAT INTEGRAL 21B neuve Electrique 5 portes Auch (Occitanie),https://www.promoneuve.fr/annonce/renault-twingo-3-neuve-680220454501913.html,Peinture Noir Etoile métallisé,TWINGO,NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/VFdJTkdP/e76a9f62d9977b218fa9c4affcfbdc36/Mg==/c89c7d3b663961fe6dc9188deba0881e.png
RENAULT,"26,013 €","RENAULT ZOE
(2) R135 EXCEPTION ACHAT INTEGRAL
Blanc Quartz métallisé spécial",RENAULT ZOE (2) R135 EXCEPTION ACHAT INTEGRAL neuve Electrique 5 portes Draguignan (Provence-Alpes-Côte d'Azur),https://www.promoneuve.fr/annonce/renault-zoe-neuve-641972095791105.html,Blanc Quartz métallisé spécial,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/641972095791105_STANDARD_0.jpg
RENAULT,"15,490 €","RENAULT ZOE
(2) R110 ZEN
Bleu Céladon métallisé",RENAULT ZOE (2) R110 ZEN neuve Electrique 5 portes Douai (Hauts-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-128654584848206.html,Bleu Céladon métallisé,"ZOE
(2)",NC,https://image.promoneuve.fr/648x365/128654584848206_STANDARD_0.jpg
RENAULT,"20,490 €","RENAULT ZOE
(2) R135 EDITION ONE
Blanc Quartz métallisé spécial",RENAULT ZOE (2) R135 EDITION ONE neuve Electrique 5 portes Brie-Comte-Robert (Île-de-France),https://www.promoneuve.fr/annonce/renault-zoe-neuve-807902537370073.html,Blanc Quartz métallisé spécial,"ZOE
(2)",NC,https://photoref.carboatservices.fr/UkVOQVVMVA==/Wk9F/42b9abec9fc9ef6eef5369cf20600e1c/Mg==/84a7838c8517ba9f00937861481fd188.png
